,full_text,clean_text,cluster
549,Wajib tau! Gubernur Jatim sediakan pelayanan Hotline 129 selama 24 jam tentang kekerasan seksual https://t.co/ymH1XBiNIg,wajib gubernur jatim sedia layan hotline jam keras seksual,2
550,"Kawal Kasus Kekerasan Seksual di Pengadilan, Jangan Berlama-Lama https://t.co/srAo0cRcAV",kawal keras seksual adil berlamalama,2
551,Anda juga dapat melihat jumlah kasus kekerasan dan kejahatan seksual di sekitar anda melalui peta di home https://t.co/iKNzCPbc0z,keras jahat seksual peta home,0
552,Pemkab Batang Gelar Sosialisasi Tindak Lanjut Kasus Kekerasan Seksual Pada Anak\nhttps://t.co/6Ru9vzLAbo,pemkab batang gelar sosialisasi tindak keras seksual anakn,2
553,"11. Kekerasan Seksual saat tragedi Mei 1998 ialah bentuk serangan terhadap martabat manusia yang mengakibatkan penderitaan mendalam, trauma jangka panjang dan ketakutan yang meluas. Tindakan kejam ini terjadi akibat pembentukan psikologi massa yang seolah mewajarkan tindakan itu. https://t.co/VlXMtupgLi",keras seksual tragedi mei bentuk serang martabat manusia akibat derita dalam trauma jangka takut luas tindak kejam akibat bentuk psikologi massa wajar tindak,2
554,"@Marimar_Aauw Masalahnya, saya bahas itu sama @irasjafii ujung2nya bahas kekerasan seksual, aborsi, kontrasepsi emergency... yhaaa gimana",bahas ujung bahas keras seksual aborsi kontrasepsi emergency yhaaa gimana,2
555,"Saat menanggapi kasus kekerasan seksual, karena berbagai faktor, beberapa dari kita bisa jadi secara tidak sadar/tidak sengaja justru melontarkan respons yang memperburuk situasi korban. Hal seperti apa saja misalnya? \n\nIni 6 di antaranya!⬇️⬇️ https://t.co/QVLrcxmE0N",tanggap keras seksual faktor sadartidak sengaja lontar respons buruk situasi korban nnini,0
556,"Krisis &amp; Kritis❗️\nTerjadi lagi😭\nMengapa mereka yang harusnya mendidik akhlak dan budipekerti melakukannya?\n\nLagi, Pimpinan Ponpes Ditahan.\nDiduga Lakukan Kekerasan Seksual pada 41 Santriwati\nhttps://t.co/0AwEewQ8HV",krisis kritisnterjadi laginmengapa didik akhlak budipekerti melakukannyannlagi pimpin ponpes ditahanndiduga laku keras seksual santriwatin,2
557,Mahasiswa Universitas Mercu Buana Ciptakan Alat Digital Pendeteksi Kekerasan Seksual https://t.co/wHvFYY4Y08,mahasiswa universitas mercu buana cipta alat digital deteksi keras seksual,2
558,bisa jadi yang melakukan pelecehan/kekerasan seksual itu bapakmu sendiri,pelecehankekerasan seksual bapak,2
559,"Pendiri Center for Indonesia’s Strategic Development Initiatives, Diah Satyani Saminarsih, juga menyatakan bahwa tindakan kriminal ini (aborsi ilegal) masih ada karena pemerintah tidak bisa tegas dengan kebijakan aborsi untuk korban kekerasan seksual\n\nhttps://t.co/GjjNpJNrgz https://t.co/CJ0MEVWtu7",diri center for indonesias strategic development initiatives diah satyani saminarsih tindak kriminal aborsi ilegal perintah bijak aborsi korban keras seksualnn,0
560,Perhatikan norma pada KUHP. \nPenentuan usia kehamilan hingga 14 minggu hanya pada korban kekerasan seksual sedangkan pada indikasi kedaruratan medis tdk ada batasan waktu.,perhati norma kuhp npenentuan usia hamil minggu korban keras seksual indikasi darurat medis batas,2
561,"Memasuki masa pertumbuhan, anak-anak yang hidup tanpa ayah memiliki potensi terkena masalah mental dan emosional, kurang bisa berbaur dengan teman sebaya, terdampak masalah kesehatan misalnya psikosomatis, kekerasan fisik, emosional dan seksual.\n\nhttps://t.co/kQp7JUGYhj",pasuk tumbuh anakanak hidup ayah milik potensi kena mental emosional baur teman baya dampak sehat psikosomatis keras fisik emosional seksualnn,0
562,"Seorang dokter gigi di Bali membuka praktik aborsi ilegal sejak tahun 2006\n\nMenurut Polda Bali, dokter gigi KAW sudah menangani lebih dari 1.300 pasien sejak awal praktik aborsi\n\nKAW mengaku menangani aborsi ilegal karena kasihan dengan masa depan pasiennya yang rata2 masih muda https://t.co/Xcobhyui2m",dokter gigi bal buka praktik aborsi ilegal nnmenurut polda bal dokter gigi kaw tangan pasien praktik aborsinnkaw aku tangan aborsi ilegal kasihan pasien muda,2
563,"Sangat sulit melepaskan diri dari belenggu kekerasan, yang pelakunya merupakan keluarga. Belenggu dan siklus toksik terjadi dalam lingkaran KDRT dan utamanya kekerasan seksual seperti inses.\n\n#komnasperempuan #spptpkktp #kdrt #kekerasanseksual #perempuan https://t.co/dWrA5rYTre",sulit lepas belenggu keras laku keluarga belenggu siklus toksik lingkar kdrt utama keras seksual insesnnkomnasperempuan spptpkktp kdrt kekerasanseksual perempuan,0
564,"@pculc Iya makannya gw pengen shanbin pacaran ma seleb (kalo bisa bias gw, mempung cewekk gw banyakan ya kan) selain itu idol yg pcrn ma non seleb rentang kena kasus kekerasan atau pelecehan seksual, mau bener ga bener juga seringnya yang kena kan idolnya😢",iya makan shanbin pacar ma seleb bias pung cewekk banyak idol pacar ma non seleb rentang kena keras leceh seksual kena idolnya,0
565,"#.\n\nKekerasan seksual. \n\nAda peringatan yang lain sebenarnya yaitu flash warning. \n\nMenurut Urban Dictionary, flash warming adalah sebuah istilah yang digunakan di media sosial untuk posting yang berisi lampu berkedip atau gambar berkedip, dan digunakan sebagai peringatan \n\n+",nnkekerasan seksual nnada ingat flash warning nnmenurut urban dictionary flash warming istilah media sosial posting isi lampu kedip gambar kedip ingat nn,2
566,"Penanganan Kasus Kekerasan Seksual terhadap Anak di Tangsel Lamban, RPA Partai ... https://t.co/RTQF1B224Y",tangan keras seksual anak tangsel lamban rpa partai,2
567,"Halo sobat penjaminan,\n\nHallo Jamtizen..\nDalam rangka menyambut HUT ke-53 PT Jamkrindo melaksanakan kegiatan perdana Roadshow Sosialisasi dan Edukasi Peduli Kesehatan Mental Cegah Perundungan dan Kekerasan Seksual Kepada 5.300 Siswa/I Sekolah Dasar. https://t.co/j1O9SoTa5G",halo sobat penjaminannnhallo jamtizenndalam rangka sambut hut pt jamkrindo laksana giat perdana roadshow sosialisasi edukasi peduli sehat mental cegah rundung keras seksual siswa sekolah dasar,2
568,Polres Tanggamus menangkap seorang pria berinisial PJ (26) atas kasus kekerasan seksual terhadap anak di bawah umur di salah satu pondok pesantren (ponpes) di wilayah Kecamatan Gisting.\n\n#kekerasanseksual #ponpes #kriminal #tanggamus \nhttps://t.co/g1qWqkA7eU,polres tanggamus tangkap pria inisial pj keras seksual anak umur salah pondok pesantren ponpes wilayah camat gistingnnkekerasanseksual ponpes kriminal tanggamus,2
569,Women's March Jakarta tidak mentoleransi tindakan kekerasan seksual dalam bentuk apapun!\n\nKami menyediakan POSKO ADUAN jika hal yang tidak diinginkan terjadi (semoga semua aman sentosa). https://t.co/1PluCnT4vL,womens march jakarta toleransi tindak keras seksual bentuk apapunnnkami sedia posko adu moga aman sentosa,2
570,"Setuju, harusnya ada uu yang melegalkan aborsi untuk korban kekerasan seksual",tuju uu legal aborsi korban keras seksual,2
571,Rumit memang ;; at least ni dokter jadi satu2nya “penyelamat” cewe2 korban kekerasan seksual 😭,rumit at least dokter satu selamat cewek korban keras seksual,2
572,Program kemanusiaan Partai Keadilan Sejahtera\njuga memberikan bantuan kepada korban kekerasan seksual dan kekerasan dalam rumah tangga. #PKSpembelaRakyat,program manusia partai adil sejahteranjuga bantu korban keras seksual keras rumah tangga pkspembelarakyat,0
573,"https://t.co/euhH1TPdjM, Balikpapan Kampus Poltek Negeri Balikpapan Bersama Humas Polda Kalimantan Timur mengadakan kuliah umum yang mengangkat tema “Sinergitas Kepolisian dan Perguruan Tinggi Dalam Pencegahan dan Penanggulangan Kekerasan Seksual”. https://t.co/XVjrbDbpk3",balikpapan kampus poltek negeri balikpapan humas polda kalimantan timur ada kuliah angkat tema sinergitas polisi guru cegah tanggulang keras seksual,2
574,"@KompasTV Bubarkan MUI, krn tdk bekerja, makan gaji buta,  kejadian berulang kali, kekerasan seksual di pondok2 pesantren.",bubar mui makan gaji buta jadi ulang kali keras seksual pondok pesantren,1
575,"Tiada hari tanpa diskusi #RUUKesehatan dan kali ini terkait isu Aborsi bareng @idhoen.\nPada dasarnya, aborsi merupakan tindak pidana menurut KUHP dengan pengecualian pada kekerasan seksual yg menyebabkan kehamilan dan adanya indikasi kdaruratan medis (Pasal 463 KUHP)",tiada diskusi ruukesehatan kali kait isu aborsi bareng dasar aborsi tindak pidana kuhp kecuali keras seksual sebab hamil indikasi kdaruratan medis pasal kuhp,2
576,"@sosmedkeras Kalau dia korban pelecehan/kekerasan seksual""\nBukan pelaku dibawah pohon kecambah ya...""",korban pelecehankekerasan seksualnbukan laku bawah pohon kecambah,2
577,"Untuk peserta yang melihat tindak kekerasan seksual selama aksi berlangsung, sangat diharapkan untuk membantu korban.\nYuk lakukan aksi dengan aman dan damai!\n\n#womensmarchjakarta #wmj2023 #womensmarchjakarta2023 #feminism #womensmarch #sudahibungkamlawan #aksidamai https://t.co/mdVwgJIu2M",serta tindak keras seksual aksi harap bantu korbannyuk laku aksi aman damainnwomensmarchjakarta wmj womensmarchjakarta feminism womensmarch sudahibungkamlawan aksidamai,2
578,"Pendiri Center for Indonesia’s Strategic Development Initiatives, Diah Satyani Saminarsih, juga menyatakan bahwa tindakan kriminal ini (aborsi ilegal) masih ada karena pemerintah tidak bisa tegas dengan kebijakan aborsi untuk korban kekerasan seksual\n\nhttps://t.co/GjjNpJNrgz https://t.co/CJ0MEVWtu7",diri center for indonesias strategic development initiatives diah satyani saminarsih tindak kriminal aborsi ilegal perintah bijak aborsi korban keras seksualnn,0
579,Apa Saja yang Merupakan Tindakan Kekerasan Seksual?\n\nhttps://t.co/D3BlFoedkh\n\n#서울특별시 #SEOUL \n#서울외국인포털 #SeoulForeignerPortal\n#서울외국인주민지원센터 \n#SeoulForeignResidentCenter #首尔外国人居民服务中心 https://t.co/dHnkEjH5Ay,tindak keras seksualnn seoul n seoulforeignerportaln nseoulforeignresidentcenter,0
580,Setuju harusnya ada tempat aborsi legal untuk korban kekerasan seksual. Ga bisa bayangin harus hamil dan merawat anak dari pelaku😭,tuju aborsi legal korban keras seksual bayangin hamil rawat anak laku,2
581,"Di tempat berbeda, Menteri PPPA bertemu dan berdialog dengan para anak korban kekerasan seksual yang dilakukan guru ngaji di Kab. Sleman. Dukungan dan apresiasi disampaikan atas keberanian korban yang melapor dan kesigapan pendamping. https://t.co/VK3DGfBrZ1",beda menteri pppa temu dialog anak korban keras seksual guru ngaji kab sleman dukung apresiasi berani korban lapor sigap damping,2
582,Tercatat sebanyak 602 kasus kekerasan seksual pada anak di Jatim pada 2022.    https://t.co/fadtgzoymu,catat keras seksual anak jatim,2
583,"Angka kekerasan seksual pada anak di 2022 mencapai 602 kasus atau 51,85 persen dari total 1161 kasus kekerasan yang terjadi pada anak. #selaluid #breakingnews\nhttps://t.co/5HzzdW5hyR",angka keras seksual anak capai persen total keras anak selaluid breakingnewsn,0
584,@Kramat_satu anak di abwah umur d jadikan obyek kekerasan seksual.,anak abwah umur d jadi obyek keras seksual,1
585,Kekerasan Seksual Berbasis Siber Perlu Jadi Perhatian Serius di NTB  https://t.co/y8Y4lhNcDR,keras seksual bas siber perhati serius ntb,2
586,AJI Indonesia Dorong Dewan Pers Membuat Pedoman Peliputan Kekerasan Seksual https://t.co/HTYr3GguXF \n#thepapuajournal #westpapua #tanahpapua #papua @AJIIndonesia,aji indonesia dorong dewan pers pedoman liput keras seksual nthepapuajournal westpapua tanahpapua papua,2
587,Beberapa penegak hukum menyatakan kesulitan dalam menangani kasus kekerasan seksual karena belum adanya aturan turunan di dalam UU TPKS.\n\nhttps://t.co/Gaf7w342eX,tegak hukum sulit tangan keras seksual atur turun uu tpksnn,2
588,"‘Support system’ memiliki peran penting sebagai pihak yang mendukung dan menemani korban kekerasan seksual.\n\nYuk, bersama-sama, kita melawan stereotipe dan menciptakan ruang aman bagi perempuan untuk bersuara.",support system milik peran dukung tani korban keras seksualnnyuk bersamasama lawan stereotipe cipta ruang aman perempuan suara,2
589,@vonnycornellya_ Kasian ya kak anak² indonesia korban eksploitasi 😔 https://t.co/rvhAJc9pXB,kasi kak anak indonesia korban eksploitasi,0
590,"Dokter gigi KAW ditangkap atas pasal berlapis dengan hukuman maksimal 10 tahun dan denda maksimal 10 miliar rupiah\n\nSementara itu, Women’s Crisis Center (WCC) Jombang menyayangkan tidak adanya praktik aborsi aman yang bisa diakses oleh korban kekerasan seksual https://t.co/Grr4vXPGlQ",dokter gigi kaw tangkap pasal lap hukum maksimal denda maksimal miliar rupiahnnsementara womens crisis center wcc jombang sayang praktik aborsi aman akses korban keras seksual,2
591,"Budaya patriarki memperkuat pandangan yang menyalahkan dan menempatkan tanggung jawab atas terjadinya kekerasan seksual pada perempuan. Sementara itu, laki-laki dianggap sebagai pihak yang menerima stimulus.",budaya patriark kuat pandang salah tempat tanggung keras seksual perempuan lakilaki anggap terima stimulus,2
592,Kenapa Perempuan Rentan menjadi Korban Kekerasan Seksual?\n\n- Budaya patriarki yang masih kuat berada dalam masyarakat.\n- Stereotipe terhadap perempuan.\n- Kurangnya pendidikan kesehatan reproduksi yang memadai.\n\n- A Thread -,perempuan rentan korban keras seksualnn budaya patriark kuat masyarakatn stereotipe perempuann kurang didik sehat reproduksi memadainn a thread,2
593,"Sbg contoh dlm kasus 'staycation', media lebih fokus memberitakan gaya hidup korban ketimbang tindakan pelaku yg menyalahgunakan jabatan.\n\nSehingga perempuan seringkali tdk berani membuka suara ketika jd korban kekerasan seksual krn takut dgn komentar yg malah menyudutkan mereka.",sbg contoh staycation media fokus berita gaya hidup korban ketimbang tindak laku menyalahgunakan jabatannnsehingga perempuan seringkali berani buka suara korban keras seksual takut komentar sudut,2
594,"3. Kurangnya pendidikan kesehatan reproduksi yg memadai.\n\nBanyak korban kekerasan seksual, kurang/tidak mendapatkan edukasi mengenai hubungan yang sehat, pendidikan kesehatan reproduksi yang komprehensif dan pentingnya persetujuan.",kurang didik sehat reproduksi memadainnbanyak korban keras seksual kurangtidak edukasi hubung sehat didik sehat reproduksi komprehensif tuju,2
595,"2. Stereotipe pada perempuan\n\nMayoritas masyarakat masih menganggap bahwa perempuan adalah pihak yang memicu/menjadi penyebab timbulnya kekerasan seksual karena cara berpakaiannya/berbicaranya, hingga bagaimana perempuan berperilaku.",stereotipe perempuannnmayoritas masyarakat anggap perempuan memicumenjadi sebab timbul keras seksual berpakaiannyaberbicaranya perempuan perilaku,2
596,"DPPPA Labuhanbatu adakan Advokasi Hukum untuk tekan Angka Kekerasan Seksual di Labuhanbatu: NUSANTARAEXPRESS, LABUHANBATU - Perkuat Implementasi Undang-Undang Republik Indonesia Nomor 12 Tahun 2022 Tentang Tindak Pidana Kekerasan Seksual yang telah… https://t.co/lqLtfJXKhA https://t.co/sJAyEwxNxm",dpppa labuhanbatu adakan advokasi hukum tekan angka keras seksual labuhanbatu nusantaraexpress labuhanbatu kuat implementasi undangundang republik indonesia nomor tindak pidana keras seksual,2
597,"Terdakwa dengan keji melakukan tindakan kekerasan seksual berulang,"" kata Nahar. https://t.co/E3l96fFnV7""",dakwa keji tindak keras seksual ulang nahar,2
598,Iya memang.\nSangat kasian anak² sebagai generasi penerus bangsa jika menjadi korban kekerasan seksual apapun agamanya.,iya memangnsangat kasihan anak generasi terus bangsa korban keras seksual apa agama,0
599,"Pendiri Center for Indonesia’s Strategic Development Initiatives, Diah Satyani Saminarsih, juga menyatakan bahwa tindakan kriminal ini (aborsi ilegal) masih ada karena pemerintah tidak bisa tegas dengan kebijakan aborsi untuk korban kekerasan seksual\n\nhttps://t.co/GjjNpJNrgz https://t.co/CJ0MEVWtu7",diri center for indonesias strategic development initiatives diah satyani saminarsih tindak kriminal aborsi ilegal perintah bijak aborsi korban keras seksualnn,0
600,Kekerasan Dalam Rumah Tangga (KDRT) meliputi 4 hal:\n1. Kekerasan Fisik\n2. Kekerasan Psikologis\n3. Kekerasan Seksual\n4. Kekerasan Ekonomi\n#Temanggung #WongeDewe #2024TitikPerubahan https://t.co/cROygaIh2g,keras rumah tangga kdrt liput haln keras fisikn keras psikologisn keras seksualn keras ekonomintemanggung wongedewe titikperubahan,0
601,"Maka dari itu, untuk mengubah narasi ini, kita harus  membangun kesadaran, memberikan pendidikan yg memadai &amp; menegaskan bahwa tindakan kekerasan seksual adalah salah pelaku, bukan korban. \n\n#EmpowerWomen #BreakTheSilence #EndSexualViolence",ubah narasi bangun sadar didik pada tindak keras seksual salah laku korban nnempowerwomen breakthesilence endsexualviolence,2
602,"Polda Kalteng Sayangkan Korban Kekerasan Seksual Oleh Oknum Dosen, Cabut Seluruh Keterangan https://t.co/HoC3CMpJh6",polda kalteng sayang korban keras seksual oknum dosen cabut terang,2
603,@TMIHARINI Emang bener si harusnya ada tempat aborsi legal untuk korban kekerasan seksual,emang aborsi legal korban keras seksual,2
604,"⚠️ TW: Kekerasan Seksual &amp; Pornografi Anak\n\ndari skandal pelecehan hingga kasus pornografi anak: apa yang sebenarnya terjadi pada Josh Duggar dari reality show 19 Kids and Counting?\n\nShiny Happy People: Duggar Family Secrets, tayang 2 Juni! https://t.co/rVHulQcobS",tw keras seksual pornografi anaknndari skandal leceh pornografi anak josh duggar reality show kids and countingnnshiny happy people duggar family secrets tayang juni,2
605,"Tekan Kasus Kekerasan Seksual Anak OCSEA, UNICEF Sasar 5 Kecamatan di Trenggalek\n\n#KabarTrenggalek\n\nhttps://t.co/hOFLmexCvw https://t.co/wCNdKE908v",tekan keras seksual anak ocsea unicef sasar camat trenggaleknnkabartrenggaleknn,2
606,Kasus kekerasan seksual sudah sepatutnya menjadi hal yang tak luput dari perhatian kita. Bentuk kekerasan seksual ternyata ada banyak jenisnya. https://t.co/mKz6rDdWNL,keras seksual patut luput perhati bentuk keras seksual jenis,2
