full_text,clean_text,tokenized_sents,polarity_score,polarity
"@randiandra_89 @tanyakanrl Hati hati yang mau jadi calon istrinya diaa wkwkw. Dari sini aja udah ketauan dia suka main fisik, apalagi nanti kalau udh nikah bisa2 istrinya bisa di kdrt",hati hati calon istri diaa wkwkw tau suka main fisik nikah istri kdrt,"['hati', 'hati', 'calon', 'istri', 'diaa', 'wkwkw', 'tau', 'suka', 'main', 'fisik', 'nikah', 'istri', 'kdrt']",1,1
"kita harus belajar peka , kalo ada kdrt atau misal ada terdengar suara teriakan dari rumah tetangganya . langsung samperin kalo gaberani minta tlong tetangga lain dan laporin rt . bukan perihal ikut campur urusan orang tapi ini keselamatan orang lain juga. 🥲🥲🥲",ajar peka kdrt dengar suara ria rumah tetangga langsung samperin gaberani tlong tetangga laporin perihal campur urus orang selamat orang,"['ajar', 'peka', 'kdrt', 'dengar', 'suara', 'ria', 'rumah', 'tetangga', 'langsung', 'samperin', 'gaberani', 'tlong', 'tetangga', 'laporin', 'perihal', 'campur', 'urus', 'orang', 'selamat', 'orang']",14,1
"@SwipeMatch @detikcom Tidak sholat awal dr semua kemungkaran. \n\nDr ga sholat bs naik jd selingkuh, kdrt, judi, dll",sholat mungkar nndr sholat selingkuh kdrt judi,"['sholat', 'mungkar', 'nndr', 'sholat', 'selingkuh', 'kdrt', 'judi']",1,1
@bunT__T kdrt. 🫵,kdrt,['kdrt'],0,0
Lim Ji Yeon Jadi Korban KDRT di Drama Terbaru https://t.co/Zxof1WMp8j,lim ji yeon korban kdrt drama baru,"['lim', 'ji', 'yeon', 'korban', 'kdrt', 'drama', 'baru']",-8,2
"Selama bukan kasus affair dan kdrt, divorce seharusnya tdk dilakukan. \nDalam kasus affair saja kalau pasangannya diberi kesempatan dan berubah, maka tdk perlu berpisah. \n\nSedangkan dalam kasus kdrt divorce bsa dilakukan untuk keselamatan korban kdrt ( termasuk anak2 )",affair kdrt divorce ndalam affair pasang sempat ubah pisah nnsedangkan kdrt divorce selamat korban kdrt anak,"['affair', 'kdrt', 'divorce', 'ndalam', 'affair', 'pasang', 'sempat', 'ubah', 'pisah', 'nnsedangkan', 'kdrt', 'divorce', 'selamat', 'korban', 'kdrt', 'anak']",2,1
@lovelyoontaekoo jgn kdrt 🤬,kdrt,['kdrt'],0,0
"@idextratime Woy @idextratime lu jangan kdrt ye, kasian Anton 😭 https://t.co/3J2PHSTK8N",woy kdrt ye kasihan anton,"['woy', 'kdrt', 'ye', 'kasihan', 'anton']",1,1
"@Terserah_gua_ @tanyakanrl Setuju sih, tapi faktor cowok selingkuh emang dasarnya kurang ajar (udah wataknya sih) mau cewek cari duit sendiri (inget mama Venna) kena KDRT juga",tuju sih faktor cowok selingkuh dasar ajar watak sih cewek cari duit mama venna kena kdrt,"['tuju', 'sih', 'faktor', 'cowok', 'selingkuh', 'dasar', 'ajar', 'watak', 'sih', 'cewek', 'cari', 'duit', 'mama', 'venna', 'kena', 'kdrt']",-11,2
"@novaaivon @hyuckie_hara @tanyakanrl Namanya pembatalan pernikahan kak. Ngajuin ke gereja misal karna kdrt, selingkuh",nama batal nikah kak ngajuin gereja kdrt selingkuh,"['nama', 'batal', 'nikah', 'kak', 'ngajuin', 'gereja', 'kdrt', 'selingkuh']",-11,2
RT　一軍もこれやろ,,[],0,0
"💚 guys kalian udah liat ini belum? parah banget kasian anaknya, apalagi baca komentarnya tambah emosi😢 https://t.co/Y3ARdghhQu",guys liat parah kasihan anak baca komentar emosi,"['guys', 'liat', 'parah', 'kasihan', 'anak', 'baca', 'komentar', 'emosi']",-1,2
"“selama bukan kasus affair dan kdrt, divorce seharusnya tidak dilakukan”\n\nlau siapa ngurusin masalah kluarga orang",affair kdrt divorce dilakukannnlau ngurusin kluarga orang,"['affair', 'kdrt', 'divorce', 'dilakukannnlau', 'ngurusin', 'kluarga', 'orang']",2,1
"anjir inget nih w nongton yg episode betmen, tiba2 disurprisein kan si desta, trs anaknya doain biar bapaknya sholat lg, deep https://t.co/7Ry9OfGJnV",anjir nih nongton episode betmen disurprisein desta anak doain biar bapak sholat deep,"['anjir', 'nih', 'nongton', 'episode', 'betmen', 'disurprisein', 'desta', 'anak', 'doain', 'biar', 'bapak', 'sholat', 'deep']",5,1
@ken_arock99 @detikcom @detik_jabar Paling ditambah kdrt,tambah kdrt,"['tambah', 'kdrt']",3,1
"💚 liat desta cerai, sender jd mau ganti agama ke katolik aja krn g bisa cerai di katolik🥲✨",liat desta cerai sender ganti agama katolik cerai katolik,"['liat', 'desta', 'cerai', 'sender', 'ganti', 'agama', 'katolik', 'cerai', 'katolik']",-10,2
Siap pak https://t.co/blbQZUDq9h,,[],0,0
Sedih amat perempuan udah jadi korban kdrt masih disalahin,sedih perempuan korban kdrt disalahin,"['sedih', 'perempuan', 'korban', 'kdrt', 'disalahin']",-12,2
@tanyakanrl ga bisa cerai sama laki kdrt mau?,cerai laki kdrt,"['cerai', 'laki', 'kdrt']",-4,2
@txtdribu @pelukan_senja01 @salima252lagi Ga ada hubungannya malih antara ibadah sm kdrt. Ibadah rajin banyak yg korupsi banyak yg maling juga.,hubung malih ibadah kdrt ibadah rajin korupsi maling,"['hubung', 'malih', 'ibadah', 'kdrt', 'ibadah', 'rajin', 'korupsi', 'maling']",3,1
"@tanyakanrl Sorry to say, di Katolik bukan nggak bisa pisah. Banyak kasus di gereja orang2 Katolik bisa mengajukan pembatalan pernikahan ke gereja utk dapat dispensasi, jika kasusnya KDRT, zina/selingkuh. Konsep mikirnya ditata dulu nder, lo sama aja kaya nyerang agama lo sendiri dan—",sorry to say katolik pisah gereja orang katolik aju batal nikah gereja dispensasi kasus kdrt zinaselingkuh konsep mikirnya tata nder kaya nyerang agama,"['sorry', 'to', 'say', 'katolik', 'pisah', 'gereja', 'orang', 'katolik', 'aju', 'batal', 'nikah', 'gereja', 'dispensasi', 'kasus', 'kdrt', 'zinaselingkuh', 'konsep', 'mikirnya', 'tata', 'nder', 'kaya', 'nyerang', 'agama']",-14,2
"@tanyakanrl damai, tapi kalau selamanya sah2 aja ASAL TIDAK MENIKAHI ORG LAIN.\n3. Pembatalan pernikahan itu bukan utk kasus kdrt dan segala macamnya. Tapi hal2 lain yg terkait validitas materil dan formil perkawinan. Pengajuannya pun sulit, menunggunya lama sekali.",damai sah nikah lainn batal nikah kdrt macam kait validitas materil formil kawin aju sulit tunggu,"['damai', 'sah', 'nikah', 'lainn', 'batal', 'nikah', 'kdrt', 'macam', 'kait', 'validitas', 'materil', 'formil', 'kawin', 'aju', 'sulit', 'tunggu']",-13,2
"@tanyakanrl Klo misalnya kdrt dan suka main cewe apa di maafin aja? Maaf pure nanya ga paham soalnya knpa ga bisa"" bukan cuman ""dilarang""""",klo kdrt suka main cewek maafin maaf pure paham larang,"['klo', 'kdrt', 'suka', 'main', 'cewek', 'maafin', 'maaf', 'pure', 'paham', 'larang']",-5,2
"@tanyakanrl cerai oleh hakim, ya putus di hadapan negara, tapi BUKAN di hadapan agama. Solusinya gimana kalo mau nikah lagi? Nikah menurut agama lain dan sudah banyak kasusnya.\n2. Alternatif kalau ada kdrt dan pelanggaran lain yg buat muak, yaitu-&gt; PISAH RANJANG. Sekalipun harapan gereja-",cerai hakim putus hadap negara hadap agama solusi gimana nikah nikah agama kasusnyan alternatif kdrt langgar muak yaitugt pisah ranjang harap gereja,"['cerai', 'hakim', 'putus', 'hadap', 'negara', 'hadap', 'agama', 'solusi', 'gimana', 'nikah', 'nikah', 'agama', 'kasusnyan', 'alternatif', 'kdrt', 'langgar', 'muak', 'yaitugt', 'pisah', 'ranjang', 'harap', 'gereja']",-19,2
"Kek mana mau nikah calonnya ga ada hilalnya. Ditambah maraknya kasus perceraian dan KDRT apa nggak takut, lagian masih banyak loh ini penduduk kita. Belum masa resesi kek korea sama jepang pak.",kek nikah calon hilal tambah marak cerai kdrt takut loh duduk resesi kek korea jepang,"['kek', 'nikah', 'calon', 'hilal', 'tambah', 'marak', 'cerai', 'kdrt', 'takut', 'loh', 'duduk', 'resesi', 'kek', 'korea', 'jepang']",-10,2
"@txtdrimedia kalo terjadi kasus kdrt, anak bini ga di kasih nafkah, perselingkuhan, makan/minum pulang kerumah ortu masing², pak ma'ruf mau tanggung jawab?",kdrt anak bini kasih nafkah selingkuh makanminum pulang rumah orangtua masing maruf tanggung,"['kdrt', 'anak', 'bini', 'kasih', 'nafkah', 'selingkuh', 'makanminum', 'pulang', 'rumah', 'orangtua', 'masing', 'maruf', 'tanggung']",-3,2
"Setelah membuat penonton The Glory geram sebagai pelaku bully, Lim Ji Yeon bertransformasi jadi ibu hamil korban KDRT di Lies Hidden in My Garden.\n\nhttps://t.co/PoqhGocR8C",tonton the glory geram laku bully lim ji yeon transformasi hamil korban kdrt lies hidden in my gardennn,"['tonton', 'the', 'glory', 'geram', 'laku', 'bully', 'lim', 'ji', 'yeon', 'transformasi', 'hamil', 'korban', 'kdrt', 'lies', 'hidden', 'in', 'my', 'gardennn']",-18,2
"Pas SMA, temen gue ada yg cerita orang tuanya ribut terus. Ga KDRT, ga ada yang selingkuh, tapi ribut aja terus. Sampai dia satu kali muak dan jerit 'kalian cere aja lah pusing gua dengerin kalian begini terus!'",pas sma teman cerita orang tua ribut kdrt selingkuh ribut kali muak jerit cere pusing dengerin,"['pas', 'sma', 'teman', 'cerita', 'orang', 'tua', 'ribut', 'kdrt', 'selingkuh', 'ribut', 'kali', 'muak', 'jerit', 'cere', 'pusing', 'dengerin']",-17,2
"Knp korban kdrt, diselingkuhin, masih ga mau cerai?! \n\nMungkin salah satunya ya karena elu elu pada nih yg nganggep cere itu aib, harus heboh, memalukan hhhaa \n\nPadahal asal lu tau ya.. PERCERAIAN itu sering menyembuhkan! \nDAN tentunya bisa kawin lagi hahaha met mencoba💨",knp korban kdrt diselingkuhin cerai nnmungkin salah satu elu elu nih nganggep cere aib heboh malu hhhaa nnpadahal cerai sembuh ndan kawin hahaha met coba,"['knp', 'korban', 'kdrt', 'diselingkuhin', 'cerai', 'nnmungkin', 'salah', 'satu', 'elu', 'elu', 'nih', 'nganggep', 'cere', 'aib', 'heboh', 'malu', 'hhhaa', 'nnpadahal', 'cerai', 'sembuh', 'ndan', 'kawin', 'hahaha', 'met', 'coba']",-15,2
"Setelah membuat penonton The Glory geram sebagai pelaku bully, Lim Ji Yeon bertransformasi jadi ibu hamil korban KDRT di Lies Hidden in My Garden.\n\nhttps://t.co/AygVdn7NRk",tonton the glory geram laku bully lim ji yeon transformasi hamil korban kdrt lies hidden in my gardennn,"['tonton', 'the', 'glory', 'geram', 'laku', 'bully', 'lim', 'ji', 'yeon', 'transformasi', 'hamil', 'korban', 'kdrt', 'lies', 'hidden', 'in', 'my', 'gardennn']",-18,2
"@joenomad @tanyakanrl minimal mampu menafkahi? gak bro, yg menafkahi belum tentu lepas dari kdrt. dalam rumah tangga ga pake minimal, tapi maksimalin tanggungjawab.\n\ntolong untuk cowo² pleaae gunain akal sehatnya, buang ego, atur emosional dan jangan males.",minimal nafkah bro nafkah lepas kdrt rumah tangga pakai minimal maksimalin tanggungjawabnntolong cowo pleaae gunain akal sehat buang ego atur emosional males,"['minimal', 'nafkah', 'bro', 'nafkah', 'lepas', 'kdrt', 'rumah', 'tangga', 'pakai', 'minimal', 'maksimalin', 'tanggungjawabnntolong', 'cowo', 'pleaae', 'gunain', 'akal', 'sehat', 'buang', 'ego', 'atur', 'emosional', 'males']",-9,2
"@gnwnyd @txtdrimedia Cerai nggak dosa kalo alasannya valid, kayak KDRT, selingkuh, nggak ngasih nafkah.",cerai dosa alas valid kdrt selingkuh kasih nafkah,"['cerai', 'dosa', 'alas', 'valid', 'kdrt', 'selingkuh', 'kasih', 'nafkah']",-9,2
"Di Islam ga boleh cerai tanpa alasan yg dibenarkan syariat. Krn nikah itu sumpah seorang lelaki langsung kpd Alloh SWT. Bbrp alasan yg dibenarkan syariat utk bercerai: selingkuh, KDRT, suami yg tdk menafkahi istrinya. Tp klo bertobat dan mau memaafkan maka tdk bercerai lebih baik",islam cerai alas benar syariat krn nikah sumpah lelaki langsung alloh swt bbrp alas benar syariat cerai selingkuh kdrt suami nafkah istri tp tobat maaf cerai,"['islam', 'cerai', 'alas', 'benar', 'syariat', 'krn', 'nikah', 'sumpah', 'lelaki', 'langsung', 'alloh', 'swt', 'bbrp', 'alas', 'benar', 'syariat', 'cerai', 'selingkuh', 'kdrt', 'suami', 'nafkah', 'istri', 'tp', 'tobat', 'maaf', 'cerai']",-15,2
"@txtdrimedia kalau isu nya kdrt/selingkuh, berhenti gua jadi vindes mania mantap. kalau ada hal lain, masih maklum lah.",isu nya kdrtselingkuh henti vindes mania mantap maklum,"['isu', 'nya', 'kdrtselingkuh', 'henti', 'vindes', 'mania', 'mantap', 'maklum']",1,1
"@NdrewsTjan Nyokap bokap memilih bertahan padahal sering berantem bahkan ada kdrt segala, gue memilih untuk tidak seperti mereka.. Gamau bertahan, bukan karna ga sayang anak tapi ternyata lebih sehat kaya gini daj gue selalu tanya perasaan anak gue",nyokap ayah pilih tahan tengkar kdrt pilih gamau tahan sayang anak sehat kaya gin daj asa anak,"['nyokap', 'ayah', 'pilih', 'tahan', 'tengkar', 'kdrt', 'pilih', 'gamau', 'tahan', 'sayang', 'anak', 'sehat', 'kaya', 'gin', 'daj', 'asa', 'anak']",-10,2
@tanyakanrl banyak tetangga w yang katolik nahan2 buat ga cerai karna menurut agamanya ga boleh. padahal di kdrt.\n\nbtw nder kamu ngetik ini kalo di islam udah termasuk murtad hehe. bye bye untk semua pahala ibadah yg udah km jalani selama ini~~,tetangga katolik tahan cerai agama kdrtnnbtw nder ketik islam murtad hehe bye bye pahala ibadah jalan,"['tetangga', 'katolik', 'tahan', 'cerai', 'agama', 'kdrtnnbtw', 'nder', 'ketik', 'islam', 'murtad', 'hehe', 'bye', 'bye', 'pahala', 'ibadah', 'jalan']",-10,2
"5 Fakta dari Isu Pertikaian Britney Spears &amp; Suami, Diduga Alami KDRT https://t.co/72CopW03LN",fakta isu tikai britney spears suami duga alami kdrt,"['fakta', 'isu', 'tikai', 'britney', 'spears', 'suami', 'duga', 'alami', 'kdrt']",-9,2
"💚 liat desta cerai, sender jd mau ganti agama ke katolik aja krn g bisa cerai di katolik🥲✨",liat desta cerai sender ganti agama katolik cerai katolik,"['liat', 'desta', 'cerai', 'sender', 'ganti', 'agama', 'katolik', 'cerai', 'katolik']",-10,2
"@salima252lagi Gini lho ya, kalau alasannya males kerja ga bisa nafkahin, kdrt okelah kalau itu dicerein tp selama masih nafkahin lebih2, tempat tinggal nyaman pendidikan anak terjamin, masa depan udah cerah ya udahlah enak. Selama kita ngurusi ibadah orglain/pasangan ga akan bahagia hidup kita",gin lho alas males kerja nafkahin kdrt oke dicerein nafkahin tinggal nyaman didik anak jamin cerah udahlah enak ngurusi ibadah orglainpasangan bahagia hidup,"['gin', 'lho', 'alas', 'males', 'kerja', 'nafkahin', 'kdrt', 'oke', 'dicerein', 'nafkahin', 'tinggal', 'nyaman', 'didik', 'anak', 'jamin', 'cerah', 'udahlah', 'enak', 'ngurusi', 'ibadah', 'orglainpasangan', 'bahagia', 'hidup']",1,1
"@senandikaulung sepupu ku jg sama, suaminya udah selingkuh, kdrt dan ga nafkahin dia sama anaknya, ajuin mau cerai secara agama ke gereja tapi sama pastornya ditolak dan dibilang kalo diterima mah orang yang mau cerai bakal makin banyak🥹",sepupu ku suami selingkuh kdrt nafkahin anak ajuin cerai agama gereja pastor tolak bilang terima mah orang cerai,"['sepupu', 'ku', 'suami', 'selingkuh', 'kdrt', 'nafkahin', 'anak', 'ajuin', 'cerai', 'agama', 'gereja', 'pastor', 'tolak', 'bilang', 'terima', 'mah', 'orang', 'cerai']",-18,2
"@18fesss Persis sm suami gue, tp ternyata di dunia kerja dia lebih beruntung dan pekerja keras\nSebenernya saling melengkapi aja sih\nKlo dya tanggung jawab pekerja keras\nNo kdrt dan no selingkuy, ok aja\nOran kan ada lebih ada kurang\nSender jg ga lebih mulu kan? Pst ada kurangnya",persis suami dunia kerja untung kerja kerasnsebenernya lengkap sihnklo dya tanggung kerja kerasnno kdrt no selingkuy oke ajanoran kurangnsender pst kurang,"['persis', 'suami', 'dunia', 'kerja', 'untung', 'kerja', 'kerasnsebenernya', 'lengkap', 'sihnklo', 'dya', 'tanggung', 'kerja', 'kerasnno', 'kdrt', 'no', 'selingkuy', 'oke', 'ajanoran', 'kurangnsender', 'pst', 'kurang']",-3,2
"https://t.co/gNSDhWQYhw\n\n*Beberapa waktu lalu, satu keluarga di Lontar, Sambikerep Surabaya Pemkot Surabaya menjadi korban dugaan KDRT (Kekerasan Dalam Rumah Tangga) yang dilakukan oleh ayah tiri, hingga hari ini masih menjalani perawatan intensif.*",keluarga lontar sambikerep surabaya pemkot surabaya korban duga kdrt keras rumah tangga ayah tiri jalan awat intensif,"['keluarga', 'lontar', 'sambikerep', 'surabaya', 'pemkot', 'surabaya', 'korban', 'duga', 'kdrt', 'keras', 'rumah', 'tangga', 'ayah', 'tiri', 'jalan', 'awat', 'intensif']",0,0
"@tanyakanrl uang buat rokok ada, uang buat susu gaada. mana banyak yg oot nyalahin istrinya. kalau istrinya begitu brarti gak sekali dua kali suaminya kdrt, bisa jadi dia video buat bukti kdrt",uang rokok uang susu oot nyalahin istri istri kali suami kdrt video bukti kdrt,"['uang', 'rokok', 'uang', 'susu', 'oot', 'nyalahin', 'istri', 'istri', 'kali', 'suami', 'kdrt', 'video', 'bukti', 'kdrt']",-14,2
"Padahal nggak ada salahnya lu cerai drpd mertahanin rumah tangga gasehat, kdrt, dll🤥",salah cerai mertahanin rumah tangga gasehat kdrt,"['salah', 'cerai', 'mertahanin', 'rumah', 'tangga', 'gasehat', 'kdrt']",-8,2
"Usai Jadi Tukang Bully, Lim Ji Yeon Pindah Jalur Jadi Seorang Korban KDRT Dalam Filmnya Mendatang\n#LimJiYeon\n\nhttps://t.co/NFXxvEaJRF",tukang bully lim ji yeon pindah jalur korban kdrt film mendatangnlimjiyeonnn,"['tukang', 'bully', 'lim', 'ji', 'yeon', 'pindah', 'jalur', 'korban', 'kdrt', 'film', 'mendatangnlimjiyeonnn']",-17,2
INI NAMANYA KDRT!!!,nama kdrt,"['nama', 'kdrt']",0,0
"@tanyakanrl Kalo sdh ditangani Polisi, syukur...segera vonis pidananya, krn KDRT...biar laki-laki tdk berbuat semena-mena kpd anggota keluarganya stlh berumah tangga",kalo tangan polisi syukursegera vonis pidana kdrtbiar lakilaki buat semenamena anggota keluarga rumah tangga,"['kalo', 'tangan', 'polisi', 'syukursegera', 'vonis', 'pidana', 'kdrtbiar', 'lakilaki', 'buat', 'semenamena', 'anggota', 'keluarga', 'rumah', 'tangga']",0,0
"@tanyarlfes Jangan selingkuh, jangan kdrt. Pokoknya jangan",selingkuh kdrt pokok,"['selingkuh', 'kdrt', 'pokok']",-5,2
"@NdrewsTjan Klo sudah ada perselingkuhan,KDRT atau tindakan yg melenceng ya buat apa dipertahankan,, anak juga gk mau liat ibu/ayah nya disakitin gitu..",klo perselingkuhankdrt tindak lenceng tahan anak liat ibuayah nya disakitin,"['klo', 'perselingkuhankdrt', 'tindak', 'lenceng', 'tahan', 'anak', 'liat', 'ibuayah', 'nya', 'disakitin']",0,0
Empuk sofanyaa ehehehehehe https://t.co/tpvdlM4AkI,empuk sofanyaa ehehehehehe,"['empuk', 'sofanyaa', 'ehehehehehe']",-1,2
"1. Penemuan surat dirumah mahira yang ditemukan oleh saksi (R). Isi dari surat yang dibacakan oleh Ayah angkat dlm keadaan gelap berisi “Mahira hidup kelaparan tdk \nmemiliki makanan dan berniat bunuh diri”. Nyatanya, ditemukan beras dan beberapa makanan minuman di dapur Mahira.",temu surat rumah mahira temu saksi r isi surat baca ayah angkat gelap isi mahira hidup lapar nmemiliki makan niat bunuh temu beras makan minum dapur mahira,"['temu', 'surat', 'rumah', 'mahira', 'temu', 'saksi', 'r', 'isi', 'surat', 'baca', 'ayah', 'angkat', 'gelap', 'isi', 'mahira', 'hidup', 'lapar', 'nmemiliki', 'makan', 'niat', 'bunuh', 'temu', 'beras', 'makan', 'minum', 'dapur', 'mahira']",-13,2
"masalah kaya gini udh common banget, ga dimana-mana. dan seolah2 kayak hal yg lumrah, mana kalau gak diputus bakal jd lingkaran setan disitu2 aja. menikah-masalah finansial-kdrt. menikah yang harusnya adem ayem karena jadi ibadah terpanjang seumur hidup malah rasanya kayak neraka",kaya gin common dimanamana lumrah putus lingkar setan situ menikahmasalah finansialkdrt meni adem ayem ibadah panjang umur hidup neraka,"['kaya', 'gin', 'common', 'dimanamana', 'lumrah', 'putus', 'lingkar', 'setan', 'situ', 'menikahmasalah', 'finansialkdrt', 'meni', 'adem', 'ayem', 'ibadah', 'panjang', 'umur', 'hidup', 'neraka']",-6,2
"@tanyakanrl Masa si nder temen gua katolik, kalo mau cere mah cere aja orang banyak konflik di rumah tangga kdrt ga di nafkahin dll masa harus bertahan yg kayak gtu freak",nder teman katolik cere mah cere orang konflik rumah tangga kdrt nafkahin tahan freak,"['nder', 'teman', 'katolik', 'cere', 'mah', 'cere', 'orang', 'konflik', 'rumah', 'tangga', 'kdrt', 'nafkahin', 'tahan', 'freak']",-1,2
"@tanyarlfes Ada crita, temennya kakak aku, dpt KDRT dr suaminya, padahal alim menurut dia. Ya begitulah, cukuplah gantungkan semua harapan sama Allah",crita temennya kakak kdrt suami alim gantung harap allah,"['crita', 'temennya', 'kakak', 'kdrt', 'suami', 'alim', 'gantung', 'harap', 'allah']",5,1
Ayah angkat almarhum dulu juga suka kdrt almarhumah sama alm  ibunya kan.. I hope she will rest in peace🥀 and the justice will be reveal,ayah angkat almarhum suka kdrt almarhumah alm ibu i hope she will rest in peace and the justice will be reveal,"['ayah', 'angkat', 'almarhum', 'suka', 'kdrt', 'almarhumah', 'alm', 'ibu', 'i', 'hope', 'she', 'will', 'rest', 'in', 'peace', 'and', 'the', 'justice', 'will', 'be', 'reveal']",5,1
"@tanyarlfes Sefrekuensi..entah itu dlm hobi,mindset atau pun lain nya.\n8.cri pasngan yg bisa jd pelndung kita..baik dri org lain ataupun dri kluarga pasangan.(ga papa pnya mrtua atau ipar jhat,yg pntng pasngan kta bisa jd pelndung kita)9.dlm prnikhan appun dimaafkn kcuali selingkuh dan kdrt.",sefrekuensientah hobimindset nyancri pasngan pelndung kitabaik orang kluarga pasanganga papa mrtua ipar jhatyg pasngan pelndung kitadlm prnikhan appun dimaafkn kcuali selingkuh kdrt,"['sefrekuensientah', 'hobimindset', 'nyancri', 'pasngan', 'pelndung', 'kitabaik', 'orang', 'kluarga', 'pasanganga', 'papa', 'mrtua', 'ipar', 'jhatyg', 'pasngan', 'pelndung', 'kitadlm', 'prnikhan', 'appun', 'dimaafkn', 'kcuali', 'selingkuh', 'kdrt']",-5,2
